short_name,player_positions,overall,preferred_foot,weak_foot,skill_moves,player_traits,pace,shooting,passing,dribbling,defending,physic
S. Brennan,"CM, CAM, CDM",55,Right,4,3,"Technical, Flair",67,47,56,58,48,53
S. Garzón,ST,55,Right,3,2,"",63,56,40,53,20,44
J. Klein,RM,55,Right,3,2,"",64,53,51,59,26,38
J. Al Yami,"CDM, CM",55,Right,3,2,"",60,39,49,53,53,55
A. Al Qahtani,"LM, RM",55,Left,4,2,"",68,51,50,56,24,50
M. Ozga,CB,55,Right,2,2,"",63,25,42,49,55,60
C. Bargary,RM,55,Right,3,3,Rapid,69,48,48,56,46,60
R. Kumar,"CDM, CM",55,Right,3,2,"",54,44,49,55,50,67
M. Al Mahasna,GK,55,Right,3,1,"",,"",,"",,
M. Naif,"LM, RM, ST",55,Right,3,2,"",73,49,52,54,31,49
K. Al Subaie,LB,55,Left,3,2,"",71,43,46,54,47,58
B. House,GK,55,Right,3,1,"",,"",,"",,
A. Hawsawi,GK,55,Right,3,1,"",,"",,"",,
M. Al Ghamdi,GK,55,Right,3,1,"",,"",,"",,
Lee Geon Hee,ST,55,Right,3,2,"",54,56,38,49,21,59
T. Fadahunsi,ST,55,Right,2,2,"",67,56,44,58,19,60
M. Uvais,"LB, RB, CB",55,Left,4,2,"",63,34,38,48,54,66
J. Häkkinen,CB,55,Right,2,2,"",46,32,38,42,56,58
G. Singh,"CDM, CM",55,Right,4,2,"",67,43,51,54,49,65
Yao Daogang,"CDM, CM",55,Right,2,2,"",61,31,39,47,58,61
R. Solan,"RB, RW",55,Right,2,2,"",80,48,46,60,46,53
D. Keane,"CDM, CM, CAM",55,Right,3,2,"",66,50,50,58,51,65
M. Byrne,"CAM, RM",55,Right,3,3,"",59,46,55,57,37,50
L. Dennison,GK,55,Right,2,1,"",,"",,"",,
L. Healy,GK,55,Right,3,1,"",,"",,"",,
S. Bitsindou,"CDM, CB",55,Right,2,2,"",43,36,51,50,52,59
H. Kasimu,ST,55,Left,2,2,"",72,54,38,56,25,63
A. Adeyemo,"ST, CAM",55,Right,3,2,"",68,56,41,54,19,58
Y. Al Aqeel,LB,55,Left,3,2,"",65,29,43,43,52,62
A. Al Enazi,"CM, RM",55,Right,4,2,"",67,35,55,60,47,56
D. Noone,"CDM, RB",55,Right,3,2,"",52,48,52,53,54,55
L. Wade-Slater,RM,55,Right,2,2,"",66,51,53,56,50,59
Zhang Huachen,"CM, CDM",55,Right,3,2,"",70,44,54,57,56,61
Lee Jong Hyun,"RWB, RB",55,Right,3,2,"",64,29,36,50,52,50
M. Michu,GK,55,Right,2,1,"",,"",,"",,
C. Duffus,ST,55,Right,2,2,"",64,53,45,54,28,59
G. Boylan,RB,55,Right,4,2,"",57,33,44,53,54,63
M. Jawhar,GK,55,Right,3,1,"",,"",,"",,
D. Farooq,"CAM, CM, LM",55,Right,3,2,"",69,52,52,55,35,59
H. Mondal,"LB, RB",55,Left,4,2,"Block, Long Throw",71,36,40,46,50,71
A. Al Hajeri,"LB, CDM",55,Left,2,2,"",64,39,48,52,52,57
A. Rodas,"RM, CM, LB",55,Right,3,3,"",62,40,53,56,58,61
J. Kalu,ST,55,Right,2,2,"",62,55,38,57,22,59
Cheng Changcheng,ST,55,Right,3,2,"",56,55,39,51,31,68
Cui Ming'an,"CM, CDM",55,Right,3,2,"",58,42,56,51,52,63
Yan Zhiyu,"RWB, LWB",55,Right,3,2,"",72,28,35,49,57,46
Liu Xinyu,"RM, LM, RW",55,Right,3,3,"",65,51,49,55,34,67
D. Majumder,GK,55,Right,2,1,"",,"",,"",,
P. Chaudhari,CB,55,Right,2,2,"",55,25,32,42,52,73
E. Vanspaul,"CDM, RB",55,Right,2,2,"",72,34,50,54,50,70
R. Jesuraj,RM,55,Right,3,2,"",73,46,49,56,27,58
B. Schlicke,CB,54,Right,3,2,"",59,23,40,35,54,52
B. Estrela,"CM, CAM",54,Right,4,4,"Technical, Flair",80,39,54,62,37,54
M. Lechowicz,"CB, CDM",54,Right,2,2,"",62,28,33,33,55,62
F. Loyola,"CM, RM",54,Left,3,3,Technical,68,42,56,61,35,46
T. Norbye,CB,54,Right,2,2,"",64,29,40,49,55,54
S. Thorstensen,CM,54,Right,3,3,"",72,44,57,60,37,44
C. Ofori,"LB, LM",54,Left,2,2,"Slide Tackle, Rapid",86,27,42,53,46,56
M. Nielsen,GK,54,Right,3,1,"",,"",,"",,
C. Andersson,GK,54,Right,3,1,"",,"",,"",,
B. Raines,"CM, CDM",54,Right,3,3,Technical,72,44,50,58,48,44
L. Burcu,CM,54,Right,3,2,"",64,44,51,57,50,50
İ. Çelik,"CAM, CM",54,Right,3,2,"",64,45,55,63,33,40
K. Kiilerich,GK,54,Right,3,1,"",,"",,"",,
M. Ree,GK,54,Right,2,1,"",,"",,"",,
J. Cotterill,CM,54,Right,3,2,Long Ball Pass,59,43,54,53,47,53
A. Lindskog,CB,54,Left,3,2,"",60,25,41,50,53,60
M. Younis,"RM, LM",54,Right,3,4,"Technical, Flair",75,46,44,59,32,52
S. Haram,"CB, CDM",54,Right,2,2,"",63,30,37,45,54,52
L. Kelly-Heald,"LB, CB",54,Left,3,2,"",65,37,46,49,51,60
F. Lino,"LB, CB",54,Left,2,2,"",79,32,39,46,48,60
M. Deme,RM,54,Left,3,3,"",69,47,47,60,26,38
M. Kurowski,CAM,54,Right,3,2,"",62,44,50,61,33,47
K. Kurowski,LB,54,Left,3,2,"",74,25,39,49,48,50
I. El Hari,RW,54,Left,3,2,"",67,51,45,61,24,39
T. Nyhammer,ST,54,Right,3,2,"",52,55,39,52,23,52
C. Torres,"RW, ST",54,Right,3,2,"",64,54,45,56,23,47
M. Caputo,ST,54,Right,3,2,"",63,52,43,50,29,61
C. Negoescu,"RM, LM",54,Right,2,2,"",70,43,45,57,32,43
G. Gent,"LB, LM",54,Left,2,2,"",77,31,38,59,47,50
E. Blikstad,CB,54,Right,3,2,"",59,28,40,50,54,50
J. Chambers,"CAM, CM",54,Right,3,3,Technical,71,48,51,57,28,42
A. Librici,"CM, CDM",54,Right,3,2,"",64,43,55,59,50,50
D. Asare,CDM,54,Right,3,2,"",70,32,46,54,51,61
D. Babb,RB,54,Right,3,2,"",60,38,43,48,52,52
L. Wechsel,GK,54,Right,2,1,"",,"",,"",,
E. Kolve,CM,54,Right,3,2,"",65,45,53,58,51,52
A. Ljungberg,LW,54,Left,3,2,"",67,49,50,56,23,52
M. Bøttker,"ST, CAM",54,Right,3,2,"",68,50,45,55,21,58
E. Danila,LW,54,Right,3,3,"",73,50,45,56,24,46
M. Dollinger,LB,54,Left,3,2,"",71,24,39,52,51,47
V. Udoh,ST,54,Right,3,2,"",78,54,39,56,19,52
Rafael Devisate,CDM,54,Right,3,2,"",65,34,49,53,52,56
A. Leuthard,LM,54,Right,3,2,"",68,44,54,52,31,49
E. Yiğit,RW,54,Right,3,2,"",66,50,51,59,27,36
J. Sundling,GK,54,Right,3,1,"",,"",,"",,
M. Ferkranus,CB,54,Right,2,2,"",48,21,37,33,55,60
N. Rupp,"CM, CAM",54,Right,3,2,"",59,48,56,57,42,49
Z. Johnson,"CB, RB",54,Right,3,2,"",63,28,40,52,55,55
C. Gavilán,"CAM, ST",54,Right,2,3,"",68,49,51,55,36,54
N. Pierre,ST,54,Right,3,2,"",72,49,41,53,22,63
K. Amaniampong,CB,54,Right,3,2,"",69,24,44,43,54,53
A. Al Olewah,RM,54,Right,3,2,"",86,40,46,58,33,38
J. Tempine,CM,54,Right,2,2,"",60,43,53,55,40,46
L. Avdullahu,CDM,54,Right,3,2,"",60,35,49,56,50,56
N. Paull,CB,54,Left,2,2,"",66,30,35,37,53,64
M. Mothersille,ST,54,Right,2,2,"",74,55,36,56,19,47
M. Halliday,RB,54,Right,3,2,"",67,29,43,48,49,58
J. Sveinhaug,GK,54,Right,2,1,"",,"",,"",,
V. Dryselius,GK,54,Right,1,1,"",,"",,"",,
S. Hall,GK,54,Right,3,1,"",,"",,"",,
H. Gedő,GK,54,Left,2,1,"",,"",,"",,
S. Banozic,GK,54,Right,3,1,"",,"",,"",,
M. Reichmuth,"CM, CDM",54,Right,2,2,"",54,42,54,61,53,39
M. Toure,RM,54,Right,3,3,Technical,83,46,46,55,30,40
F. Hetzsch,LB,54,Left,3,2,"",70,33,46,52,47,52
O. Ekperuoh,GK,54,Right,3,1,"",,"",,"",,
B. Gezek,CAM,54,Right,3,2,"",55,46,54,59,43,41
A. Akalé,ST,54,Right,3,3,"",63,55,39,55,19,47
I. Răducan,ST,54,Left,2,2,"",75,54,42,52,20,46
J. Robatsch,"CB, RB",54,Right,3,2,"",65,27,42,44,53,58
G. Buta,"CDM, LB, CB",54,Right,3,2,"",67,51,51,53,54,63
W. Rivera,LM,54,Left,2,4,"",77,42,47,55,25,41
C. Hollman,"CM, CAM",54,Left,3,2,"",71,48,54,56,48,55
F. Engelhardt,CDM,54,Right,3,2,"",67,39,50,52,54,49
T. Walczak,ST,54,Right,2,2,"",64,53,40,51,19,56
M. Al Rajih,CB,54,Right,3,2,"",65,23,34,33,53,64
X. Valdez,GK,54,Right,2,1,"",,"",,"",,
K. Tomašec,"CB, RB",54,Right,4,2,"",59,34,44,44,55,58
W. Kamiński,ST,54,Right,2,2,"",69,54,38,53,22,53
B. Tamayo,CB,54,Left,2,2,"",60,24,30,37,54,68
S. Thioune,CAM,54,Right,3,3,"",63,47,50,60,36,49
J. Torsvik,"LB, CB",54,Left,3,2,"",70,39,43,53,49,52
J. Bichis,ST,54,Right,3,2,"",64,53,48,54,20,48
M. Potoczny,GK,54,Right,3,1,"",,"",,"",,
Y. Vötter,ST,54,Right,3,2,"",68,55,45,62,24,40
L. Mihai,CDM,54,Left,2,2,"",63,38,47,54,53,58
M. Can,CB,54,Right,3,2,"",56,28,33,37,55,56
M. Hope,RB,54,Right,3,2,"",65,35,39,52,52,50
D. Maksimovic,ST,54,Right,3,3,"",68,53,49,61,26,45
O. Henriksrud,ST,54,Right,2,2,"",75,52,40,49,20,51
R. Vukušić,CB,54,Right,2,2,"",58,28,30,36,56,57
E. Beach,GK,54,Right,2,1,"",,"",,"",,
G. Gogescu,CB,54,Right,2,2,"",55,28,34,34,55,56
O. Thomas,ST,54,Right,3,2,"",69,53,38,52,25,63
A. Rodriguez,GK,54,Left,1,1,"",,"",,"",,
B. Holmes,ST,54,Right,2,2,"",67,52,34,53,20,53
M. Boruc,GK,54,Right,3,1,"",,"",,"",,
J. Milne,"CDM, CB",54,Right,2,2,"",60,34,53,49,51,57
M. Albayrak,"CB, RB",54,Right,2,2,"",52,34,41,46,53,59
S. Holte,CB,54,Right,2,2,"",53,31,37,34,53,61
M. Holíček,"LM, CAM",54,Right,4,4,"Technical, Flair",74,47,47,56,31,52
T. Cabrera,ST,54,Right,2,2,"",65,52,43,55,16,43
T. Parallangaj,CB,54,Left,3,2,"",54,25,31,32,53,63
R. Guzzo,"CB, LB",54,Left,3,2,"",66,32,44,44,55,57
P. Jensen,GK,54,Right,2,1,"",,"",,"",,
R. Patterson,"CAM, CM",54,Right,3,2,"",64,44,55,57,38,40
D. Heller,GK,54,Right,3,1,"",,"",,"",,
H. Kargbo,"ST, CB",54,Right,2,2,"",54,54,41,48,26,67
S. Skjeldal,LWB,54,Left,3,2,"",63,31,38,50,50,59
K. Nelson,CAM,54,Right,3,2,"",65,46,52,59,35,36
Liang Shaowen,CB,54,Left,2,2,"",70,50,40,48,51,64
Z. Al Jari,CB,54,Right,3,2,"",52,30,32,37,54,64
F. Recktenwald,RWB,54,Right,2,2,"",76,35,44,59,49,36
J. Kudsk,CB,54,Right,3,2,"",66,24,35,41,55,54
D. Kubatta,CB,54,Right,3,2,"",54,22,37,31,53,66
M. Kowal,GK,54,Left,1,1,"",,"",,"",,
R. Voican,CM,54,Right,2,2,"",62,42,57,56,41,40
A. Taşdan,GK,54,Right,2,1,"",,"",,"",,
A. Pickles,CB,54,Right,3,2,"",58,26,32,38,53,67
J. Dempsey,LB,54,Left,3,2,"",64,24,38,48,50,55
J. Pochcioł,CDM,54,Right,2,2,"",62,35,48,56,52,56
D. Tufekcic,"RW, CM",54,Left,2,2,"",68,51,50,55,36,43
A. Al Jubaye,ST,54,Right,3,2,"",78,53,39,56,18,45
O. Ekri,"CM, CDM",54,Right,3,2,"",61,43,53,51,48,54
H. Toprak,CB,54,Right,2,2,"",57,29,31,40,59,53
J. Gubbins,CB,54,Right,2,2,"",54,25,35,37,54,59
N. Pedersen,LM,54,Right,2,2,"",69,49,47,59,25,43
L. Bolletta,GK,54,Left,1,1,"",,"",,"",,
L. Payne,RB,54,Right,2,2,"",61,32,43,47,51,55
Z. Sapsford,"ST, CAM, RM",54,Right,3,2,"",78,50,46,55,32,53
N. Al Hadhood,"CDM, CM",54,Right,3,2,"",63,35,50,53,51,59
T. Booth,GK,54,Right,3,1,"",,"",,"",,
S. Berbic,GK,54,Right,3,1,"",,"",,"",,
N. Elouarti,"CDM, LWB",54,Left,2,2,"",56,46,51,52,52,52
N. Karunaratne,"LW, CAM",54,Right,2,3,Technical,68,45,47,63,35,50
H. Mbongue,ST,54,Right,3,2,"",70,52,45,54,20,56
M. Faqihi,LB,54,Left,3,2,"",69,35,43,48,49,65
M. Uppenberg,GK,54,Right,3,1,"",,"",,"",,
L. Bayliss,"CAM, ST",54,Right,4,2,"",63,52,53,53,38,48
Sam Li,RWB,54,Right,2,2,"",70,36,45,55,46,52
S. Cabello,GK,54,Right,3,1,"",,"",,"",,
M. Mahzari,"CM, CDM",54,Right,3,2,"",80,42,51,58,48,63
O. Priestman,"CDM, CM, RB",54,Right,3,2,"",70,42,49,52,48,62
C. Taylor,"RM, ST, RW",54,Right,3,2,"",76,52,42,59,25,49
R. Al Kaabi,"CDM, CM",54,Right,2,2,"",66,34,44,49,54,63
J. Bycroft,GK,54,Right,2,1,"",,"",,"",,
J. Trenskow,"RW, CM",54,Left,2,2,"",66,46,52,57,46,44
S. Al Akouz,LM,54,Left,3,2,"",68,46,50,54,31,45
L. Nübel,GK,54,Right,3,1,"",,"",,"",,
A. Chhetri,"CDM, CM",54,Right,4,2,"",63,38,48,56,49,58
A. Longmire,CB,54,Right,2,2,"",63,25,31,33,55,65
A. Munteanu,"ST, LW",54,Right,2,2,"",71,54,46,53,18,54
H. Sodje,"LB, CB",54,Left,3,2,"",71,38,43,48,50,63
É. Clancy,CB,54,Right,2,2,"",54,25,41,43,54,57
F. Vargas,RB,54,Right,2,2,"",60,28,38,52,51,50
G. Antonis,"CDM, CM",54,Right,3,2,"",63,41,52,57,48,48
L. Mondele,"CDM, CB, CM",54,Left,3,2,"",56,34,48,51,52,53
A. Rizza,LB,54,Left,2,2,"",60,31,33,48,53,53
A. Nita,"RM, ST",54,Right,3,2,"",71,51,46,54,30,48
R. Hannam,LWB,54,Left,2,2,"",69,34,45,51,50,45
Cai Mingmin,"CM, RM",54,Left,2,2,"",62,44,58,54,44,49
I. Vanlalruatfela,"LW, RW",54,Right,3,2,"",68,49,52,57,40,42
W. Blackmore,GK,54,Right,2,1,"",,"",,"",,
M. Edwards,CB,54,Right,2,2,"",52,27,32,32,52,68
H. Ablahan,"CM, CDM",54,Right,3,3,Technical,69,41,53,60,44,60
B. Ilunga,"LWB, LW",54,Left,4,2,"",77,48,47,55,47,52
A. Bahusayn,"CM, CAM",54,Right,4,2,"",64,48,55,57,49,57
E. Madani,CDM,54,Right,3,2,"",61,39,48,52,51,53
H. Sargis,CB,54,Left,2,2,"",63,24,32,41,56,57
C. dos Santos,GK,54,Right,2,1,"",,"",,"",,
J. Singh,"CDM, CM",54,Right,3,2,"",47,37,46,56,49,46
S. Mandal,"RM, LM",54,Right,3,2,"",76,46,49,52,30,53
K. Cruise,LWB,54,Left,3,2,"",64,30,44,50,50,51
H. Yeşilyurt,CB,54,Right,2,2,"",53,29,35,43,57,53
H. Sibyani,LB,54,Left,3,2,"",80,25,38,55,47,49
P. Gogoi,RW,54,Right,3,2,"",83,50,46,56,25,49
M. Sjöland,CM,54,Right,3,2,"",64,42,56,55,39,51
P. Agyemang,ST,54,Right,3,2,"",56,56,34,49,19,59
C. O'Brien,"RB, LB",54,Right,3,2,"",77,29,43,52,45,58
A. Omerovic,GK,54,Right,3,1,"",,"",,"",,
L. Jaquenoud,RB,54,Right,3,2,"",62,30,42,46,53,55
S. Sandoval,"LM, RW, CAM",54,Right,2,2,"",68,44,47,54,29,56
J. Lobo,CM,54,Right,3,2,"",71,42,52,58,45,59
M. Hall,GK,54,Right,2,1,"",,"",,"",,
T. Millard,"LB, LM, RB",54,Left,3,2,"",71,38,41,48,50,63
E. Çavuş,CM,54,Right,3,2,"",65,46,54,54,49,59
N. James,GK,54,Right,3,1,"",,"",,"",,
Han Dong,"LM, ST",54,Right,2,2,"",73,53,46,55,28,53
N. Meetei,RM,54,Right,3,3,Technical,87,42,44,56,29,43
S. Rathi,"LB, LWB, CB",54,Left,3,2,"",71,33,42,49,50,66
Lee Kang Han,RWB,54,Right,3,2,"",59,47,44,52,49,52
M. Chothe,"RW, LW, CF",54,Left,3,2,"",76,44,50,56,21,38
H. Al Slais,ST,54,Right,3,2,"",49,55,35,49,20,69
R. Danu,"LW, ST",54,Right,3,2,"",76,52,46,55,26,43
Yang Zihao,"LWB, LB, CB",54,Left,3,2,"",68,28,38,44,50,64
B. Pino,"LWB, LB",54,Left,3,2,"",68,26,38,53,52,55
A. Al Haizan,ST,54,Right,3,2,"",76,54,44,52,24,58
S. Gale,"CB, CDM",54,Right,3,2,"",65,35,41,41,51,68
J. Lynn,ST,54,Right,3,2,"",51,57,43,48,25,56
T. Antonoglou,"LB, LM",54,Left,2,2,"",62,28,43,51,51,42
E. Benny,"CAM, LM, RM",54,Right,4,2,Technical,70,45,55,57,42,54
T. Sousa,"LB, LWB",54,Left,2,2,"",65,28,35,45,51,60
L. Gavran,GK,54,Right,1,1,"",,"",,"",,
A. Chhetri,"CDM, CM",54,Right,4,2,Slide Tackle,55,38,47,50,49,65
B. Bottomley,GK,54,Left,1,1,"",,"",,"",,
A. Güneren,CM,54,Right,3,2,"",67,43,54,55,48,59
M. Bozinovski,CB,54,Right,2,2,"",33,27,32,34,53,69
J. Holden,GK,54,Right,2,1,"",,"",,"",,
B. Al Enazi,GK,54,Right,3,1,"",,"",,"",,
R. Jordan,"LM, CAM",54,Right,3,2,"",66,51,49,57,34,46
Lü Zhuoyi,LB,54,Right,3,2,"",73,49,45,56,46,47
B. Sloane,"LB, LWB",54,Left,3,2,"",68,28,37,49,51,48
B. Jacquesson,"ST, RM",54,Right,2,3,"",69,53,48,58,19,57
G. Guzy,LB,54,Left,3,2,"",68,26,41,52,47,54
M. Saeed,LB,54,Left,3,2,"",69,32,43,53,49,62
S. Bellis,ST,54,Right,3,2,"",76,52,37,51,19,53
I. Gelashvili,CB,54,Right,3,2,"",58,24,27,32,56,62
M. Nawaz,GK,54,Right,3,1,"",,"",,"",,
K. Berkoe,LB,54,Left,3,2,"",78,28,34,50,48,60
A. Singh Kiyam,"CM, CDM, RB",54,Right,3,2,"",71,42,52,59,49,58
S. Smith,"CM, CDM",54,Right,3,2,"",63,47,53,55,46,57
J. Rafanello,"ST, LW, CAM",54,Right,3,2,Trivela,62,54,45,56,29,55
J. Searle,GK,54,Right,3,1,"",,"",,"",,
J. Woods,ST,54,Right,2,2,"",77,53,42,55,19,51
H. Singh,LB,54,Left,3,2,"",66,28,37,51,51,52
Hu Jing,CB,54,Right,3,2,"",61,27,34,39,56,56
A. Saji,"RB, CB",54,Right,3,2,"",65,31,38,42,53,66
D. Al Enazi,LB,54,Left,2,2,"",63,30,41,45,52,53
H. Trent,GK,54,Right,2,1,"",,"",,"",,
A. Galeano,GK,54,Right,1,1,"",,"",,"",,
J. Faria,"LW, LM",54,Right,3,2,"",66,52,49,56,28,42
Fei Ernanduo,ST,54,Left,3,3,"",60,52,38,52,18,55
S. Al Wehimid,GK,54,Right,2,1,"",,"",,"",,
C. Cooper,"CAM, RM, LM",54,Right,3,3,Flair,73,49,52,58,35,46
Chen Keqiang,"LM, CM",54,Right,3,2,"",56,52,50,56,44,56
F. Kastrati,RM,54,Left,3,2,"",73,43,46,54,42,55
K. O'Toole,"LM, LB",54,Left,2,2,"",65,52,47,58,46,53
I. Godoy,CM,54,Right,2,2,"",57,45,55,55,39,43
M. Rahman,"CM, CDM",54,Right,3,2,"",67,48,50,56,48,67
A. Ranawade,RB,54,Right,3,2,"",72,26,39,51,49,58
L. Wyke,CB,54,Right,2,2,"",55,24,30,37,54,62
B. Singh,ST,54,Right,3,2,"",64,51,43,56,35,59
Dinpuia,"CB, RB",54,Right,3,2,"",58,36,37,42,53,65
J. Jones,LB,54,Left,2,2,"",59,41,46,48,53,55
S. Radosavljevic,ST,54,Right,2,2,"",53,54,45,54,25,58
Wei Lai,CB,54,Right,2,2,"Block, Acrobatic",56,27,28,42,59,53
S. Golui,"RB, CB",54,Right,3,2,"",72,31,34,49,50,70
K. Singh,GK,54,Right,3,1,"",,"",,"",,
J. Honohan,"CB, LWB, RWB",54,Right,3,2,"",63,34,46,53,54,57
B. Barr,"CDM, CAM, RB",54,Right,3,2,"",62,41,49,56,49,60
P. Shrivas,"CB, RB, LB",54,Right,4,2,"",64,28,42,45,53,67
D. Higgins,"CM, CDM, LM",54,Right,4,2,"",64,48,52,58,50,59
D. Nizic,GK,54,Left,2,1,"",,"",,"",,
W. Al Enazi,GK,54,Right,3,1,"",,"",,"",,
S. Gama,"LB, LM",54,Left,2,2,"",73,42,44,53,46,54
P. Lakra,"RB, LB",54,Right,4,2,"",72,29,41,50,48,69
S. Das,"CDM, CM",54,Right,3,2,"",42,36,49,52,48,68
Rochharzela,"RW, LW, CAM",54,Right,3,3,"",73,42,52,58,32,39
H. O'Brien,CB,54,Right,3,2,Trivela,60,39,41,43,52,63
A. Arda,GK,54,Left,2,1,"",,"",,"",,
Jithin MS,"LW, CAM",54,Right,4,2,Rapid,78,48,49,56,33,55
J. Brown,"LM, CAM",54,Right,2,2,"",87,44,44,50,25,41
Wu Wei,"CM, CDM",54,Right,3,2,"",62,47,50,54,54,69
M. Dignam,"RM, LM, LB",54,Left,3,2,"",50,41,50,55,50,60
A. Kumar,"RB, LB",54,Right,2,2,"",72,32,41,50,48,59
Lee Jun Hee,GK,54,Right,3,1,Far Throw,"",,"",,"",
P. Karuthadathkuni,RM,54,Right,3,2,"",82,41,48,54,26,53
P. Cherrie,GK,54,Left,2,1,Footwork,"",,"",,"",
Lee Bum Young,GK,54,Right,2,1,Footwork,"",,"",,"",
Chen Jie,"CM, CDM",54,Right,3,2,"",55,43,49,57,56,69
Jiang Zilei,RM,54,Right,2,3,"",75,45,49,53,39,59
S. Chakrabarti,"CDM, RB",54,Right,4,2,"",60,42,46,51,52,67
J. Rane,"CM, RM",54,Right,4,3,Technical,70,50,53,59,39,61
M. Soosairaj,"LW, LB",54,Right,3,2,Finesse Shot,71,48,49,54,46,55
R. Tlang,"RW, LW",54,Right,3,2,"",77,45,48,56,29,53
I. Khan,"LM, CAM, RM",54,Right,3,2,"",69,45,50,56,49,50
B. Vanlalremdika,"RM, LM",54,Right,4,2,"",72,48,48,54,25,47
P. Singh,"CDM, CM",54,Right,3,2,"",77,33,45,47,50,67
F. Tewelde,"LM, LW",53,Right,3,3,"",72,50,43,61,23,43
S. Jansson,"CDM, CM",53,Right,3,2,"",61,33,51,54,50,49
S. Fusire,"CM, RWB",53,Right,3,2,"",74,44,52,57,42,54
R. McAllister,CM,53,Left,2,2,"",61,47,54,55,47,48
A. Ryste,ST,53,Left,2,2,"",74,52,40,52,21,53
G. Beavers,GK,53,Right,2,1,"",,"",,"",,
M. Glasson,ST,53,Right,4,2,"",74,50,42,49,21,62
E. Naustdal,CM,53,Right,3,2,"",65,41,52,58,43,39
D. Guðjohnsen,ST,53,Right,3,2,"",69,50,43,57,17,61
K. Bilalovic,"CAM, LM, RM",53,Right,3,2,"",67,42,52,54,36,53
B. Bang-Kittilsen,ST,53,Right,3,2,"",55,54,40,51,20,50
J. Łabędzki,CM,53,Right,3,3,"",64,44,53,55,34,56
A. Tomaselli,CB,53,Right,2,2,"",66,35,45,50,53,55
I. Orlikowski,"RB, CB",53,Right,2,2,"",64,26,32,46,53,54
R. Molotnikov,"CAM, LW, RW",53,Right,3,2,"",68,48,51,56,34,51
E. Ochoa,GK,53,Left,3,1,"",,"",,"",,
A. Al Hassan,"CDM, CM",53,Right,3,2,"",75,35,45,49,50,67
M. Enache,GK,53,Right,1,1,"",,"",,"",,
T. Williams,"CB, LB",53,Left,3,2,"",54,31,37,45,52,63
O. Hyla,"RWB, CB",53,Right,2,2,"",68,30,39,49,48,51
J. Panayotou,CM,53,Left,3,2,"",67,45,51,61,40,45
S. Al Zaid,"CAM, CM",53,Right,3,2,"",64,47,53,56,50,51
M. Munck,CM,53,Right,3,2,"",67,38,54,56,38,49
K. Doyle,CAM,53,Right,3,2,"",61,46,50,60,32,43
F. Akyüz,GK,53,Right,2,1,"",,"",,"",,
S. Strand-Kolbjørnsen,GK,53,Right,2,1,"",,"",,"",,
S. Bolma,CM,53,Right,3,2,"",64,38,52,57,47,45
E. Makolli,"CB, RB",53,Right,3,2,"",70,29,36,49,52,65
B. Stretton,ST,53,Right,3,2,"",65,56,39,49,17,44
A. Leone,CB,53,Right,2,2,"",53,23,33,32,54,62
B. Tomaszewski,CB,53,Right,2,2,"",64,31,31,44,54,60
E. Herrmann,GK,53,Right,2,1,"",,"",,"",,
D. Lokaj,RM,53,Right,3,2,"",69,26,46,52,57,60
M. Piekutowski,GK,53,Right,2,1,"",,"",,"",,
J. Kenneryd,CB,53,Right,2,2,"",64,25,36,41,52,57
F. Junior Adjei,LM,53,Right,3,2,"",69,50,45,56,25,50
N. El Bahhar,"CAM, CM",53,Right,4,3,Trivela,51,50,57,56,30,51
O. Veum,CB,53,Right,2,2,"",54,22,31,41,54,51
C. Ljungberg,CM,53,Right,3,2,"",63,44,51,60,42,58
K. Okpala,"ST, RM",53,Right,3,2,"",72,49,40,54,17,56
S. Gutierrez,GK,53,Right,1,1,"",,"",,"",,
O. Boesen,"CM, RM",53,Right,3,2,"",63,44,51,57,44,57
L. Björnson,ST,53,Right,3,2,"",69,53,45,52,25,54
O. Annell,GK,53,Right,3,1,"",,"",,"",,
L. Sahin,ST,53,Right,2,2,"",65,51,47,57,30,42
K. Pierre,RB,53,Right,3,2,"",71,26,41,51,46,51
C. O'Connell,"CB, CDM",53,Right,2,2,"",65,35,43,48,52,57
J. Nieuwenhuizen,GK,53,Right,2,1,"",,"",,"",,
R. Jansson,"CB, CDM",53,Right,3,2,"",63,23,43,46,54,55
B. Dumrath,GK,53,Right,2,1,"",,"",,"",,
E. Topçu,CM,53,Right,2,3,Slide Tackle,56,49,51,54,51,53
A. Brooks,"LW, ST",53,Left,2,2,"",69,54,43,56,24,44
V. Hjort,CB,53,Right,3,2,"",65,21,40,47,53,49
L. Dabo,CDM,53,Right,3,2,"",62,34,47,53,49,60
S. Asibe,CM,53,Left,3,2,"",69,47,60,56,36,40
Z. Schreiber,"CDM, CM",53,Left,3,2,"",66,38,48,52,47,51
E. Ahmet Ercan,CAM,53,Right,3,2,"",66,45,50,55,39,45
O. Korczakowski,LM,53,Left,3,2,"",68,47,48,54,28,48
K. Kucharczyk,RM,53,Right,2,2,"",69,49,48,54,27,50
G. Gligor,RW,53,Right,3,3,"",73,50,46,56,23,44
C. Walls,CB,53,Left,2,2,"",46,25,40,36,56,57
L. Svanberg,"CB, LB",53,Left,3,2,"",60,23,33,32,54,57
O. Al Othman,"RW, ST",53,Left,3,2,"",78,44,44,54,19,33
J. Gaines,RB,53,Right,2,2,"",63,24,44,51,48,56
